date,step_count,active_energy_kcal,exercise_minutes,resting_hr_bpm,hrv_ms,sleep_hours
2023-06-06,8134.0,274.6,18.0,54.0,61.33,
2023-06-07,6509.0,180.3,14.0,66.0,47.76,
2023-06-08,6631.0,175.8,7.0,71.0,71.54,
2023-06-09,9719.0,69.1,,67.0,63.23,
2023-06-10,26028.0,697.9,64.0,58.0,60.17,
2023-06-11,28074.0,786.0,87.0,63.0,40.7,
2023-06-12,23725.0,695.9,76.0,59.0,92.19,
2023-06-13,15744.0,207.6,23.0,54.0,76.78,
2023-06-14,892.0,,,,,
2023-06-15,44510.0,902.0,129.0,72.0,57.96,
2023-06-16,22678.0,454.5,68.0,58.0,71.74,
2023-06-17,10425.0,224.8,30.0,65.0,98.6,
2023-06-18,19560.0,104.7,15.0,,,
2023-06-19,32574.0,589.1,95.0,67.0,63.13,
2023-06-20,2655.0,4.9,,55.0,64.54,
2023-06-21,14136.0,228.9,25.0,79.0,43.7,
2023-06-22,3814.0,162.7,,64.0,60.73,
2023-06-23,25542.0,532.0,59.0,54.0,65.04,
2023-06-24,2963.0,,,,,
2023-06-25,2219.0,,,,,
2023-06-26,669.0,,,,,
2023-06-27,2756.0,180.6,1.0,70.0,65.11,
2023-06-28,4205.0,183.8,5.0,58.0,63.51,
2023-06-29,12548.0,330.6,19.0,54.0,68.74,
2023-06-30,797.0,9.3,,71.0,,
2023-07-01,12805.0,247.9,41.0,75.5,72.16,
2023-07-02,1361.0,0.1,,,,
2023-07-03,1380.0,,,,,
2023-07-04,20885.0,200.0,38.0,,32.92,
2023-07-05,17788.0,,,,,
2023-07-06,21576.0,519.8,71.0,71.0,43.66,
2023-07-07,23672.0,348.1,38.0,80.0,38.5,
2023-07-08,19169.0,353.0,55.0,66.0,62.9,
2023-07-09,40860.0,765.7,104.0,67.0,53.81,
2023-07-10,15176.0,316.2,16.0,59.0,61.43,
2023-07-11,4322.0,0.1,,,,
2023-07-12,12485.0,207.2,16.0,60.0,49.83,
2023-07-13,8027.0,243.2,3.0,53.0,53.43,
2023-07-14,5248.0,69.7,,84.0,39.3,
2023-07-15,6849.0,334.2,8.0,54.0,53.96,
2023-07-16,4725.0,,,,,
2023-07-17,21295.0,562.1,44.0,74.0,44.56,
2023-07-18,9123.0,178.7,14.0,83.0,38.34,
2023-07-19,6376.0,,,,,
2023-07-20,10813.0,,,,,
2023-07-21,1192.0,,,,,
2023-07-22,8480.0,,,,,
2023-07-23,5713.0,174.9,16.0,79.0,42.58,
2023-07-24,10222.0,278.1,13.0,72.0,57.95,
2023-07-25,14215.0,357.7,34.0,59.0,46.33,
2023-07-26,6172.0,194.2,6.0,64.0,51.21,
2023-07-27,10899.0,282.6,27.0,58.0,52.3,
2023-07-28,15844.0,426.0,33.0,71.0,41.88,
2023-07-29,6493.0,215.4,6.0,59.0,66.93,
2023-07-30,5952.0,260.2,10.0,58.0,53.23,
2023-07-31,16822.0,358.4,32.0,58.0,45.67,
2023-08-01,304.0,,,,,
2023-08-02,2459.0,25.1,,64.0,63.39,
2023-08-03,17479.0,481.2,61.0,63.0,40.23,
2023-08-04,1966.0,70.5,11.0,65.0,101.16,
2023-08-05,30610.0,626.2,62.0,98.0,26.06,
2023-08-06,8821.0,242.5,26.0,73.0,36.35,
2023-08-07,842.0,,,,,
2023-08-08,4944.0,,,,,
2023-08-09,4090.0,,,,,
2023-08-10,1945.0,,,,,
2023-08-11,9468.0,332.0,31.0,82.0,29.24,
2023-08-12,7621.0,230.1,16.0,65.0,43.98,
2023-08-13,15061.0,382.2,42.0,59.0,78.23,
2023-08-14,25630.0,501.0,54.0,83.0,41.47,
2023-08-15,7413.0,300.1,23.0,77.0,50.56,
2023-08-16,12181.0,354.0,46.0,72.0,46.8,
2023-08-17,5557.0,,,,,
2023-08-18,18245.0,294.4,26.0,73.0,46.83,
2023-08-19,14063.0,407.4,43.0,67.0,61.78,
2023-08-20,7079.0,1.1,1.0,,,
2023-08-21,1567.0,49.9,2.0,67.0,38.15,
2023-08-22,11699.0,196.7,22.0,100.0,20.73,
2023-08-23,4059.0,,,,,
2023-08-24,3057.0,,,,,
2023-08-25,12784.0,403.2,38.0,71.0,51.96,
2023-08-26,26026.0,524.6,73.0,83.0,31.49,
2023-08-27,443.0,1.0,1.0,,,
2023-08-28,4614.0,137.6,8.0,74.0,42.87,
2023-08-29,11165.0,248.3,34.0,71.0,55.94,
2023-08-30,33673.0,610.4,79.0,77.0,31.79,
2023-08-31,18360.0,459.8,59.0,71.0,42.21,
2023-09-01,2465.0,,,,,
2023-09-02,6853.0,,,,,
2023-09-03,10231.0,319.4,27.0,69.0,63.03,
2023-09-04,35755.0,602.0,92.0,84.0,42.72,
2023-09-05,527.0,,,,,
2023-09-06,4054.0,122.1,6.0,63.0,25.43,
2023-09-07,19231.0,393.7,44.0,83.0,35.67,
2023-09-08,13251.0,441.6,29.0,52.0,63.61,
2023-09-09,7754.0,284.4,21.0,51.0,73.89,
2023-09-10,4816.0,,,,,
